id,Last Name,First Name,Congress Number,Year at Start of Congress,State Code,Chamber of Congress,Congressional District,Party,Year First Elected,Gender,Size of House Delegation from Member's State,Race,Total Bills Sponsored,Total Bills with Action in Committee,Total Bills with Action Beyond Committee,Total Bills Passed Chamber,Total Bills Became Law,""
1059,Turner,Jim,108.0,2003.0,TX,House of Representative,2.0,Democrat,1996.0,Male,32.0,Caucasian,10.0,1.0,2.0,2.0,0.0,
1060,Turner,Michael,108.0,2003.0,OH,House of Representative,3.0,Republican,2002.0,Male,18.0,Caucasian,5.0,1.0,1.0,0.0,0.0,
1061,Udall,Mark,108.0,2003.0,CO,House of Representative,2.0,Democrat,1998.0,Male,7.0,Caucasian,31.0,3.0,3.0,2.0,1.0,
1062,Udall,Tom,108.0,2003.0,NM,House of Representative,3.0,Democrat,1998.0,Male,3.0,Caucasian,20.0,4.0,3.0,2.0,1.0,
1063,Upton,Fred,108.0,2003.0,MI,House of Representative,6.0,Republican,1986.0,Male,15.0,Caucasian,13.0,5.0,6.0,5.0,1.0,
1064,Van Hollen,Chris,108.0,2003.0,MD,House of Representative,8.0,Democrat,2002.0,Male,8.0,Caucasian,10.0,0.0,0.0,0.0,0.0,
1065,Velazquez,Nydia,108.0,2003.0,NY,House of Representative,12.0,Democrat,1992.0,Female,29.0,Latino/a,4.0,0.0,0.0,0.0,0.0,
1066,Visclosky,Peter,108.0,2003.0,IN,House of Representative,1.0,Democrat,1984.0,Male,9.0,Caucasian,7.0,0.0,0.0,0.0,0.0,
1067,Vitter,David,108.0,2003.0,LA,House of Representative,1.0,Republican,1999.0,Male,7.0,Caucasian,22.0,1.0,1.0,1.0,0.0,
1068,Voinovich,George,108.0,2003.0,OH,Senate,State-Wide,Republican,1998.0,Male,18.0,Caucasian,34.0,13.0,12.0,7.0,5.0,
1069,Walden,Greg,108.0,2003.0,OR,House of Representative,2.0,Republican,1998.0,Male,5.0,Caucasian,16.0,6.0,7.0,6.0,3.0,
1070,Walsh,James,108.0,2003.0,NY,House of Representative,25.0,Republican,1988.0,Male,29.0,Caucasian,10.0,3.0,3.0,2.0,2.0,
1071,Wamp,Zach,108.0,2003.0,TN,House of Representative,3.0,Republican,1994.0,Male,9.0,Caucasian,3.0,0.0,0.0,0.0,0.0,
1072,Warner,John,108.0,2003.0,VA,Senate,State-Wide,Republican,1978.0,Male,11.0,Caucasian,19.0,10.0,10.0,8.0,0.0,
1073,Waters,Maxine,108.0,2003.0,CA,House of Representative,35.0,Democrat,1990.0,Female,53.0,African-American,19.0,0.0,0.0,0.0,0.0,
1074,Watson,Diane,108.0,2003.0,CA,House of Representative,33.0,Democrat,2001.0,Female,53.0,African-American,9.0,2.0,3.0,3.0,2.0,
1075,Watt,Melvin,108.0,2003.0,NC,House of Representative,12.0,Democrat,1992.0,Male,13.0,African-American,3.0,0.0,1.0,1.0,1.0,
1076,Waxman,Henry,108.0,2003.0,CA,House of Representative,30.0,Democrat,1974.0,Male,53.0,Caucasian,13.0,1.0,2.0,2.0,1.0,
1077,Weiner,Anthony,108.0,2003.0,NY,House of Representative,9.0,Democrat,1998.0,Male,29.0,Caucasian,27.0,0.0,0.0,0.0,0.0,
1078,Weldon,Curt,108.0,2003.0,PA,House of Representative,7.0,Republican,1986.0,Male,19.0,Caucasian,8.0,0.0,0.0,0.0,0.0,
1079,Weldon,Dave,108.0,2003.0,FL,House of Representative,15.0,Republican,1994.0,Male,25.0,Caucasian,10.0,1.0,1.0,1.0,0.0,
1080,Weller,Jerry,108.0,2003.0,IL,House of Representative,11.0,Republican,1994.0,Male,19.0,Caucasian,19.0,3.0,3.0,3.0,3.0,
1081,Wexler,Robert,108.0,2003.0,FL,House of Representative,19.0,Democrat,1996.0,Male,25.0,Caucasian,9.0,0.0,0.0,0.0,0.0,
1082,Whitfield,Ed,108.0,2003.0,KY,House of Representative,1.0,Republican,1994.0,Male,6.0,Caucasian,9.0,2.0,2.0,1.0,0.0,
1083,Wicker,Roger,108.0,2003.0,MS,House of Representative,1.0,Republican,1994.0,Male,4.0,Caucasian,11.0,1.0,2.0,2.0,2.0,
1084,Wilson,Heather,108.0,2003.0,NM,House of Representative,1.0,Republican,1998.0,Female,3.0,Caucasian,16.0,3.0,2.0,1.0,2.0,
1085,Wilson,Joe,108.0,2003.0,SC,House of Representative,2.0,Republican,2001.0,Male,6.0,Caucasian,38.0,1.0,2.0,2.0,1.0,
1086,Wolf,Frank,108.0,2003.0,VA,House of Representative,10.0,Republican,1980.0,Male,11.0,Caucasian,10.0,3.0,3.0,2.0,1.0,
1087,Woolsey,Lynn,108.0,2003.0,CA,House of Representative,6.0,Democrat,1992.0,Female,53.0,Caucasian,12.0,1.0,1.0,1.0,0.0,
1088,Wu,David,108.0,2003.0,OR,House of Representative,1.0,Democrat,1998.0,Male,5.0,Asian-American,23.0,0.0,0.0,0.0,0.0,
1089,Wyden,Ron,108.0,2003.0,OR,Senate,State-Wide,Democrat,1996.0,Male,5.0,Caucasian,31.0,7.0,4.0,3.0,3.0,
1090,Wynn,Albert,108.0,2003.0,MD,House of Representative,4.0,Democrat,1992.0,Male,8.0,African-American,13.0,0.0,0.0,0.0,0.0,
1091,Young,C.W.,108.0,2003.0,FL,House of Representative,10.0,Republican,1970.0,Male,25.0,Caucasian,13.0,4.0,9.0,8.0,4.0,
1092,Young,Don,108.0,2003.0,AK,House of Representative,1.0,Republican,1973.0,Male,1.0,Caucasian,52.0,26.0,32.0,20.0,10.0,
1093,Abercrombie,Neil,109.0,2005.0,HI,House of Representative,1.0,Democrat,1990.0,Male,2.0,Caucasian,11.0,2.0,1.0,0.0,0.0,
1094,Ackerman,Gary,109.0,2005.0,NY,House of Representative,5.0,Democrat,1983.0,Male,29.0,Caucasian,5.0,2.0,2.0,1.0,1.0,
1095,Aderholt,Robert,109.0,2005.0,AL,House of Representative,4.0,Republican,1996.0,Male,7.0,Caucasian,7.0,1.0,1.0,1.0,0.0,
1096,Akaka,Daniel,109.0,2005.0,HI,Senate,State-Wide,Democrat,1990.0,Male,2.0,Asian-American,65.0,22.0,8.0,5.0,2.0,
1097,Akin,W.,109.0,2005.0,MO,House of Representative,2.0,Republican,2000.0,Male,9.0,Caucasian,7.0,2.0,1.0,1.0,0.0,
1098,Alexander,Rodney,109.0,2005.0,LA,House of Representative,5.0,Republican,2002.0,Male,7.0,Caucasian,4.0,0.0,1.0,1.0,0.0,
1099,Alexander,Lamar,109.0,2005.0,TN,Senate,State-Wide,Republican,2002.0,Male,9.0,Caucasian,20.0,4.0,3.0,1.0,1.0,
1100,Allard,Wayne,109.0,2005.0,CO,Senate,State-Wide,Republican,1996.0,Male,7.0,Caucasian,42.0,10.0,5.0,4.0,4.0,
1101,Allen,Thomas,109.0,2005.0,ME,House of Representative,1.0,Democrat,1996.0,Male,2.0,Caucasian,10.0,0.0,0.0,0.0,0.0,
1102,Allen,George,109.0,2005.0,VA,Senate,State-Wide,Republican,2000.0,Male,11.0,Caucasian,53.0,9.0,6.0,3.0,1.0,
1103,Andrews,Robert,109.0,2005.0,NJ,House of Representative,1.0,Democrat,1990.0,Male,13.0,Caucasian,120.0,0.0,0.0,0.0,0.0,
1104,Baca,Joe,109.0,2005.0,CA,House of Representative,43.0,Democrat,1999.0,Male,53.0,Latino/a,18.0,0.0,1.0,1.0,0.0,
1105,Bachus,Spencer,109.0,2005.0,AL,House of Representative,6.0,Republican,1992.0,Male,7.0,Caucasian,8.0,4.0,5.0,5.0,1.0,
1106,Baird,Brian,109.0,2005.0,WA,House of Representative,3.0,Democrat,1998.0,Male,9.0,Caucasian,15.0,2.0,4.0,4.0,4.0,
1107,Baker,Richard,109.0,2005.0,LA,House of Representative,6.0,Republican,1986.0,Male,7.0,Caucasian,41.0,8.0,12.0,8.0,2.0,
1108,Baldwin,Tammy,109.0,2005.0,WI,House of Representative,2.0,Democrat,1998.0,Female,8.0,Caucasian,11.0,2.0,1.0,1.0,1.0,
1109,Barrett,J.,109.0,2005.0,SC,House of Representative,3.0,Republican,2002.0,Male,6.0,Caucasian,8.0,0.0,0.0,0.0,0.0,
1110,Barrow,John,109.0,2005.0,GA,House of Representative,12.0,Democrat,2004.0,Male,13.0,Caucasian,7.0,0.0,0.0,0.0,0.0,
1111,Bartlett,Roscoe,109.0,2005.0,MD,House of Representative,6.0,Republican,1992.0,Male,8.0,Caucasian,18.0,0.0,1.0,1.0,1.0,
1112,Barton,Joe,109.0,2005.0,TX,House of Representative,6.0,Republican,1984.0,Male,32.0,Caucasian,19.0,10.0,10.0,5.0,2.0,
1113,Bass,Charles,109.0,2005.0,NH,House of Representative,2.0,Republican,1994.0,Male,2.0,Caucasian,10.0,0.0,3.0,2.0,0.0,
1114,Baucus,Max,109.0,2005.0,MT,Senate,State-Wide,Democrat,1978.0,Male,1.0,Caucasian,44.0,1.0,1.0,0.0,0.0,
1115,Bayh,Evan,109.0,2005.0,IN,Senate,State-Wide,Democrat,1998.0,Male,9.0,Caucasian,18.0,0.0,0.0,0.0,0.0,
1116,Bean,Melissa,109.0,2005.0,IL,House of Representative,8.0,Democrat,2004.0,Female,19.0,Caucasian,6.0,0.0,0.0,0.0,0.0,
1117,Beauprez,Bob,109.0,2005.0,CO,House of Representative,7.0,Republican,2002.0,Male,7.0,Caucasian,14.0,1.0,0.0,0.0,0.0,
1118,Becerra,Xavier,109.0,2005.0,CA,House of Representative,31.0,Democrat,1992.0,Male,53.0,Latino/a,7.0,1.0,1.0,1.0,0.0,
1119,Bennett,Robert,109.0,2005.0,UT,Senate,State-Wide,Republican,1992.0,Male,3.0,Caucasian,15.0,4.0,3.0,2.0,0.0,
1120,Berkley,Shelley,109.0,2005.0,NV,House of Representative,1.0,Democrat,1998.0,Female,3.0,Caucasian,14.0,1.0,0.0,0.0,0.0,
1121,Berman,Howard,109.0,2005.0,CA,House of Representative,28.0,Democrat,1982.0,Male,53.0,Caucasian,4.0,0.0,0.0,0.0,0.0,
1122,Berry,Marion,109.0,2005.0,AR,House of Representative,1.0,Democrat,1996.0,Male,4.0,Caucasian,23.0,1.0,1.0,1.0,1.0,
1123,Biden,Joseph,109.0,2005.0,DE,Senate,State-Wide,Democrat,1972.0,Male,1.0,Caucasian,20.0,5.0,6.0,4.0,1.0,
1124,Biggert,Judy,109.0,2005.0,IL,House of Representative,13.0,Republican,1998.0,Female,19.0,Caucasian,13.0,3.0,4.0,2.0,0.0,
1125,Bilbray,Brian,109.0,2005.0,CA,House of Representative,50.0,Republican,2006.0,Male,53.0,Caucasian,3.0,1.0,0.0,0.0,0.0,
1126,Bilirakis,Michael,109.0,2005.0,FL,House of Representative,9.0,Republican,1982.0,Male,25.0,Caucasian,22.0,2.0,2.0,1.0,0.0,
1127,Bingaman,Jeff,109.0,2005.0,NM,Senate,State-Wide,Democrat,1982.0,Male,3.0,Caucasian,53.0,8.0,6.0,5.0,3.0,
1128,Bishop,Rob,109.0,2005.0,UT,House of Representative,1.0,Republican,2002.0,Male,3.0,Caucasian,7.0,2.0,2.0,2.0,0.0,
1129,Bishop,Sanford,109.0,2005.0,GA,House of Representative,2.0,Democrat,1992.0,Male,13.0,African-American,5.0,0.0,0.0,0.0,0.0,
1130,Bishop,Timothy,109.0,2005.0,NY,House of Representative,1.0,Democrat,2002.0,Male,29.0,Caucasian,6.0,2.0,2.0,2.0,1.0,
1131,Blackburn,Marsha,109.0,2005.0,TN,House of Representative,7.0,Republican,2002.0,Female,9.0,Caucasian,16.0,2.0,2.0,2.0,2.0,
1132,Blumenauer,Earl,109.0,2005.0,OR,House of Representative,3.0,Democrat,1996.0,Male,5.0,Caucasian,18.0,1.0,1.0,1.0,1.0,
1133,Blunt,Roy,109.0,2005.0,MO,House of Representative,7.0,Republican,1996.0,Male,9.0,Caucasian,16.0,4.0,3.0,3.0,1.0,
1134,Boehlert,Sherwood,109.0,2005.0,NY,House of Representative,24.0,Republican,1982.0,Male,29.0,Caucasian,10.0,2.0,2.0,2.0,2.0,
1135,Boehner,John,109.0,2005.0,OH,House of Representative,8.0,Republican,1990.0,Male,18.0,Caucasian,14.0,3.0,7.0,7.0,5.0,
1136,Bond,Christopher,109.0,2005.0,MO,Senate,State-Wide,Republican,1986.0,Male,9.0,Caucasian,27.0,4.0,4.0,3.0,1.0,
1137,Bonilla,Henry,109.0,2005.0,TX,House of Representative,23.0,Republican,1992.0,Male,32.0,Latino/a,6.0,3.0,3.0,2.0,2.0,
1138,Bonner,Jo,109.0,2005.0,AL,House of Representative,1.0,Republican,2002.0,Male,7.0,Caucasian,13.0,0.0,0.0,0.0,0.0,
1139,Bono Mack,Mary,109.0,2005.0,CA,House of Representative,45.0,Republican,1998.0,Female,53.0,Caucasian,13.0,2.0,3.0,3.0,2.0,
1140,Boozman,John,109.0,2005.0,AR,House of Representative,3.0,Republican,2001.0,Male,4.0,Caucasian,9.0,4.0,3.0,3.0,1.0,
1141,Bordallo,Madeleine,109.0,2005.0,GU,House of Representative,1.0,Democrat,2002.0,Female,1.0,Caucasian,8.0,1.0,1.0,0.0,0.0,
1142,Boren,Dan,109.0,2005.0,OK,House of Representative,2.0,Democrat,2004.0,Male,5.0,Caucasian,6.0,2.0,3.0,3.0,3.0,
1143,Boswell,Leonard,109.0,2005.0,IA,House of Representative,3.0,Democrat,1996.0,Male,5.0,Caucasian,10.0,0.0,0.0,0.0,0.0,
1144,Boucher,Rick,109.0,2005.0,VA,House of Representative,9.0,Democrat,1982.0,Male,11.0,Caucasian,8.0,2.0,2.0,2.0,2.0,
1145,Boustany,Charles,109.0,2005.0,LA,House of Representative,7.0,Republican,2004.0,Male,7.0,Caucasian,11.0,0.0,3.0,3.0,2.0,
1146,Boxer,Barbara,109.0,2005.0,CA,Senate,State-Wide,Democrat,1992.0,Female,53.0,Caucasian,44.0,3.0,2.0,2.0,0.0,
1147,Boyd,Allen,109.0,2005.0,FL,House of Representative,2.0,Democrat,1996.0,Male,25.0,Caucasian,3.0,1.0,0.0,0.0,0.0,
1148,Bradley,Jeb,109.0,2005.0,NH,House of Representative,1.0,Republican,2002.0,Male,2.0,Caucasian,22.0,1.0,2.0,1.0,0.0,
1149,Brady,Kevin,109.0,2005.0,TX,House of Representative,8.0,Republican,1996.0,Male,32.0,Caucasian,22.0,3.0,2.0,1.0,1.0,
1150,Brady,Robert,109.0,2005.0,PA,House of Representative,1.0,Democrat,1998.0,Male,19.0,Caucasian,8.0,1.0,1.0,0.0,0.0,
1151,Brown,Henry,109.0,2005.0,SC,House of Representative,1.0,Republican,2000.0,Male,6.0,Caucasian,41.0,1.0,1.0,1.0,0.0,
1152,Brown,Corrine,109.0,2005.0,FL,House of Representative,3.0,Democrat,1992.0,Female,25.0,African-American,8.0,0.0,1.0,1.0,1.0,
1153,Brown,Sherrod,109.0,2005.0,OH,House of Representative,13.0,Democrat,1992.0,Male,18.0,Caucasian,19.0,0.0,0.0,0.0,0.0,
1154,Brown-Waite,Ginny,109.0,2005.0,FL,House of Representative,5.0,Republican,2002.0,Female,25.0,Caucasian,22.0,5.0,3.0,2.0,1.0,
1155,Brownback,Sam,109.0,2005.0,KS,Senate,State-Wide,Republican,1996.0,Male,4.0,Caucasian,78.0,6.0,4.0,2.0,1.0,
1156,Bunning,Jim,109.0,2005.0,KY,Senate,State-Wide,Republican,1998.0,Male,6.0,Caucasian,27.0,1.0,0.0,0.0,0.0,
1157,Burgess,Michael,109.0,2005.0,TX,House of Representative,26.0,Republican,2002.0,Male,32.0,Caucasian,15.0,0.0,1.0,1.0,1.0,
1158,Burns,Conrad,109.0,2005.0,MT,Senate,State-Wide,Republican,1988.0,Male,1.0,Caucasian,37.0,8.0,7.0,6.0,3.0,
1159,Burr,Richard,109.0,2005.0,NC,Senate,State-Wide,Republican,2004.0,Male,13.0,Caucasian,74.0,3.0,3.0,2.0,2.0,
1160,Burton,Dan,109.0,2005.0,IN,House of Representative,5.0,Republican,1982.0,Male,9.0,Caucasian,11.0,0.0,0.0,0.0,0.0,
1161,Butterfield,G.,109.0,2005.0,NC,House of Representative,1.0,Democrat,2004.0,Male,13.0,African-American,7.0,0.0,0.0,0.0,0.0,
1162,Buyer,Steve,109.0,2005.0,IN,House of Representative,4.0,Republican,1992.0,Male,9.0,Caucasian,53.0,5.0,7.0,6.0,1.0,
1163,Byrd,Robert,109.0,2005.0,WV,Senate,State-Wide,Democrat,1958.0,Male,3.0,Caucasian,9.0,1.0,1.0,1.0,0.0,
1164,Calvert,Ken,109.0,2005.0,CA,House of Representative,44.0,Republican,1992.0,Male,53.0,Caucasian,9.0,3.0,2.0,2.0,0.0,
1165,Camp,Dave,109.0,2005.0,MI,House of Representative,4.0,Republican,1990.0,Male,15.0,Caucasian,21.0,2.0,1.0,0.0,0.0,
1166,Campbell,John,109.0,2005.0,CA,House of Representative,48.0,Republican,2005.0,Male,53.0,Caucasian,3.0,0.0,0.0,0.0,0.0,
1167,Cannon,Chris,109.0,2005.0,UT,House of Representative,3.0,Republican,1996.0,Male,3.0,Caucasian,23.0,8.0,7.0,5.0,3.0,
1168,Cantor,Eric,109.0,2005.0,VA,House of Representative,7.0,Republican,2000.0,Male,11.0,Caucasian,11.0,1.0,1.0,0.0,0.0,
1169,Cantwell,Maria,109.0,2005.0,WA,Senate,State-Wide,Democrat,2000.0,Female,9.0,Caucasian,42.0,6.0,6.0,4.0,1.0,
1170,Capito,Shelley,109.0,2005.0,WV,House of Representative,2.0,Republican,2000.0,Female,3.0,Caucasian,15.0,0.0,0.0,0.0,0.0,
1171,Capps,Lois,109.0,2005.0,CA,House of Representative,23.0,Democrat,1998.0,Female,53.0,Caucasian,14.0,2.0,2.0,2.0,0.0,
1172,Capuano,Michael,109.0,2005.0,MA,House of Representative,8.0,Democrat,1998.0,Male,10.0,Caucasian,5.0,0.0,0.0,0.0,0.0,
1173,Cardin,Benjamin,109.0,2005.0,MD,House of Representative,3.0,Democrat,1986.0,Male,8.0,Caucasian,16.0,0.0,0.0,0.0,0.0,
1174,Cardoza,Dennis,109.0,2005.0,CA,House of Representative,18.0,Democrat,2002.0,Male,53.0,Latino/a,8.0,0.0,0.0,0.0,0.0,
1175,Carnahan,Russ,109.0,2005.0,MO,House of Representative,3.0,Democrat,2004.0,Male,9.0,Caucasian,7.0,1.0,1.0,1.0,1.0,
1176,Carper,Thomas,109.0,2005.0,DE,Senate,State-Wide,Democrat,2000.0,Male,1.0,Caucasian,70.0,2.0,2.0,2.0,1.0,
1177,Carson,Julia,109.0,2005.0,IN,House of Representative,7.0,Democrat,1996.0,Female,9.0,African-American,6.0,0.0,0.0,0.0,0.0,
1178,Carter,John,109.0,2005.0,TX,House of Representative,31.0,Republican,2002.0,Male,32.0,Caucasian,4.0,1.0,0.0,0.0,0.0,
1179,Case,Ed,109.0,2005.0,HI,House of Representative,2.0,Democrat,2002.0,Male,2.0,Caucasian,16.0,1.0,0.0,0.0,0.0,
1180,Castle,Michael,109.0,2005.0,DE,House of Representative,1.0,Republican,1992.0,Male,1.0,Caucasian,49.0,4.0,7.0,7.0,0.0,
1181,Chabot,Steve,109.0,2005.0,OH,House of Representative,1.0,Republican,1994.0,Male,18.0,Caucasian,26.0,3.0,3.0,1.0,0.0,
1182,Chafee,Lincoln,109.0,2005.0,RI,Senate,State-Wide,Republican,1999.0,Male,2.0,Caucasian,6.0,5.0,4.0,1.0,0.0,
1183,Chambliss,Saxby,109.0,2005.0,GA,Senate,State-Wide,Republican,2002.0,Male,13.0,Caucasian,61.0,2.0,3.0,1.0,1.0,
1184,Chandler,Ben,109.0,2005.0,KY,House of Representative,6.0,Democrat,2004.0,Male,6.0,Caucasian,4.0,0.0,1.0,1.0,0.0,
1185,Chocola,Chris,109.0,2005.0,IN,House of Representative,2.0,Republican,2002.0,Male,9.0,Caucasian,10.0,1.0,2.0,2.0,2.0,
1186,Christensen,Donna,109.0,2005.0,VI,House of Representative,1.0,Democrat,1996.0,Female,1.0,African-American,17.0,0.0,2.0,2.0,1.0,
1187,Clay,Wm.,109.0,2005.0,MO,House of Representative,1.0,Democrat,2000.0,Male,9.0,African-American,23.0,2.0,2.0,2.0,1.0,
1188,Cleaver,Emanuel,109.0,2005.0,MO,House of Representative,5.0,Democrat,2004.0,Male,9.0,African-American,23.0,0.0,0.0,0.0,0.0,
1189,Clinton,Hillary,109.0,2005.0,NY,Senate,State-Wide,Democrat,2000.0,Female,29.0,Caucasian,82.0,4.0,4.0,2.0,1.0,
1190,Clyburn,James,109.0,2005.0,SC,House of Representative,6.0,Democrat,1992.0,Male,6.0,African-American,1.0,0.0,1.0,1.0,0.0,
1191,Coble,Howard,109.0,2005.0,NC,House of Representative,6.0,Republican,1984.0,Male,13.0,Caucasian,22.0,1.0,1.0,1.0,0.0,
1192,Coburn,Tom,109.0,2005.0,OK,Senate,State-Wide,Republican,2004.0,Male,5.0,Caucasian,11.0,4.0,3.0,1.0,1.0,
1193,Cochran,Thad,109.0,2005.0,MS,Senate,State-Wide,Republican,1978.0,Male,4.0,Caucasian,6.0,1.0,1.0,1.0,0.0,
1194,Cole,Tom,109.0,2005.0,OK,House of Representative,4.0,Republican,2002.0,Male,5.0,American-Indian,8.0,1.0,0.0,0.0,0.0,
1195,Coleman,Norm,109.0,2005.0,MN,Senate,State-Wide,Republican,2002.0,Male,8.0,Caucasian,44.0,4.0,2.0,1.0,0.0,
1196,Collins,Susan,109.0,2005.0,ME,Senate,State-Wide,Republican,1996.0,Female,2.0,Caucasian,45.0,19.0,18.0,10.0,5.0,
1197,Conaway,K.,109.0,2005.0,TX,House of Representative,11.0,Republican,2004.0,Male,32.0,Caucasian,3.0,1.0,1.0,1.0,0.0,
1198,Conrad,Kent,109.0,2005.0,ND,Senate,State-Wide,Democrat,1986.0,Male,1.0,Caucasian,23.0,3.0,3.0,2.0,1.0,
1199,Conyers,John,109.0,2005.0,MI,House of Representative,14.0,Democrat,1964.0,Male,15.0,African-American,26.0,0.0,0.0,0.0,0.0,
1200,Cooper,Jim,109.0,2005.0,TN,House of Representative,5.0,Democrat,2002.0,Male,9.0,Caucasian,8.0,0.0,0.0,0.0,0.0,
1201,Cornyn,John,109.0,2005.0,TX,Senate,State-Wide,Republican,2002.0,Male,32.0,Caucasian,39.0,7.0,6.0,4.0,0.0,
1202,Corzine,Jon,109.0,2005.0,NJ,Senate,State-Wide,Democrat,2000.0,Male,13.0,Caucasian,32.0,1.0,1.0,1.0,1.0,
1203,Costa,Jim,109.0,2005.0,CA,House of Representative,20.0,Democrat,2004.0,Male,53.0,Latino/a,6.0,0.0,0.0,0.0,0.0,
1204,Costello,Jerry,109.0,2005.0,IL,House of Representative,12.0,Democrat,1988.0,Male,19.0,Caucasian,5.0,0.0,1.0,1.0,1.0,
1205,Cox,Christopher,109.0,2005.0,CA,House of Representative,48.0,Republican,1988.0,Male,53.0,Caucasian,8.0,2.0,2.0,2.0,0.0,
1206,Craig,Larry,109.0,2005.0,ID,Senate,State-Wide,Republican,1990.0,Male,2.0,Caucasian,40.0,15.0,11.0,10.0,6.0,
1207,Cramer,Robert,109.0,2005.0,AL,House of Representative,5.0,Democrat,1990.0,Male,7.0,Caucasian,4.0,0.0,0.0,0.0,0.0,
1208,Crapo,Mike,109.0,2005.0,ID,Senate,State-Wide,Republican,1998.0,Male,2.0,Caucasian,24.0,5.0,3.0,3.0,3.0,
1209,Crenshaw,Ander,109.0,2005.0,FL,House of Representative,4.0,Republican,2000.0,Male,25.0,Caucasian,6.0,0.0,0.0,0.0,0.0,
1210,Crowley,Joseph,109.0,2005.0,NY,House of Representative,7.0,Democrat,1998.0,Male,29.0,Caucasian,8.0,0.0,1.0,1.0,1.0,
1211,Cubin,Barbara,109.0,2005.0,WY,House of Representative,1.0,Republican,1994.0,Female,1.0,Caucasian,27.0,4.0,4.0,2.0,2.0,
1212,Cuellar,Henry,109.0,2005.0,TX,House of Representative,28.0,Democrat,2004.0,Male,32.0,Latino/a,1.0,0.0,0.0,0.0,0.0,
1213,Culberson,John,109.0,2005.0,TX,House of Representative,7.0,Republican,2000.0,Male,32.0,Caucasian,9.0,1.0,1.0,1.0,0.0,
1214,Cummings,Elijah,109.0,2005.0,MD,House of Representative,7.0,Democrat,1996.0,Male,8.0,African-American,14.0,3.0,3.0,3.0,3.0,
1215,Cunningham,Randy,109.0,2005.0,CA,House of Representative,50.0,Republican,1990.0,Male,53.0,Caucasian,7.0,0.0,0.0,0.0,0.0,
1216,Davis,Jim,109.0,2005.0,FL,House of Representative,11.0,Democrat,1996.0,Male,25.0,Caucasian,6.0,3.0,3.0,1.0,1.0,
1217,Davis,Lincoln,109.0,2005.0,TN,House of Representative,4.0,Democrat,2002.0,Male,9.0,Caucasian,5.0,0.0,0.0,0.0,0.0,
1218,Davis,Susan,109.0,2005.0,CA,House of Representative,53.0,Democrat,2000.0,Female,53.0,Caucasian,13.0,0.0,0.0,0.0,0.0,
1219,Davis,Geoff,109.0,2005.0,KY,House of Representative,4.0,Republican,2004.0,Male,6.0,Caucasian,10.0,4.0,5.0,3.0,0.0,
1220,Davis,Tom,109.0,2005.0,VA,House of Representative,11.0,Republican,1994.0,Male,11.0,Caucasian,35.0,15.0,18.0,9.0,8.0,
1221,Davis,Jo,109.0,2005.0,VA,House of Representative,1.0,Republican,2000.0,Female,11.0,Caucasian,23.0,2.0,2.0,2.0,2.0,
1222,Davis,Artur,109.0,2005.0,AL,House of Representative,7.0,Democrat,2002.0,Male,7.0,African-American,7.0,0.0,0.0,0.0,0.0,
1223,Davis,Danny,109.0,2005.0,IL,House of Representative,7.0,Democrat,1996.0,Male,19.0,African-American,22.0,2.0,2.0,2.0,2.0,
1224,Dayton,Mark,109.0,2005.0,MN,Senate,State-Wide,Democrat,2000.0,Male,8.0,Caucasian,16.0,0.0,0.0,0.0,0.0,
1225,Deal,Nathan,109.0,2005.0,GA,House of Representative,10.0,Republican,1992.0,Male,13.0,Caucasian,13.0,2.0,4.0,4.0,2.0,
1226,DeFazio,Peter,109.0,2005.0,OR,House of Representative,4.0,Democrat,1986.0,Male,5.0,Caucasian,15.0,2.0,1.0,0.0,0.0,
1227,DeGette,Diana,109.0,2005.0,CO,House of Representative,1.0,Democrat,1996.0,Female,7.0,Caucasian,8.0,0.0,0.0,0.0,0.0,
1228,Delahunt,Bill,109.0,2005.0,MA,House of Representative,10.0,Democrat,1996.0,Male,10.0,Caucasian,5.0,1.0,2.0,1.0,0.0,
1229,DeLauro,Rosa,109.0,2005.0,CT,House of Representative,3.0,Democrat,1990.0,Female,5.0,Caucasian,34.0,1.0,1.0,1.0,1.0,
1230,DeLay,Tom,109.0,2005.0,TX,House of Representative,22.0,Republican,1984.0,Male,32.0,Caucasian,5.0,1.0,2.0,2.0,2.0,
1231,DeMint,Jim,109.0,2005.0,SC,Senate,State-Wide,Republican,2004.0,Male,6.0,Caucasian,73.0,2.0,2.0,1.0,0.0,
1232,Dent,Charles,109.0,2005.0,PA,House of Representative,15.0,Republican,2004.0,Male,19.0,Caucasian,8.0,2.0,2.0,2.0,2.0,
1233,DeWine,Mike,109.0,2005.0,OH,Senate,State-Wide,Republican,1994.0,Male,18.0,Caucasian,78.0,10.0,9.0,6.0,3.0,
1234,Diaz-Balart,Mario,109.0,2005.0,FL,House of Representative,25.0,Republican,2002.0,Male,25.0,Latino/a,3.0,0.0,0.0,0.0,0.0,
1235,Diaz-Balart,Lincoln,109.0,2005.0,FL,House of Representative,21.0,Republican,1992.0,Male,25.0,Latino/a,3.0,0.0,1.0,0.0,0.0,
1236,Dicks,Norman,109.0,2005.0,WA,House of Representative,6.0,Democrat,1976.0,Male,9.0,Caucasian,4.0,1.0,1.0,0.0,0.0,
1237,Dingell,John,109.0,2005.0,MI,House of Representative,15.0,Democrat,1955.0,Male,15.0,Caucasian,23.0,1.0,1.0,1.0,1.0,
