id,city,state,city_size,mode,n,percent,moe,state_abb,state_region
3159,Westland city,Michigan,Small,Walk,678.0,1.8,0.6,MI,North Central
3160,Westminster city,California,Small,Walk,579.0,1.5,0.5,CA,West
3161,Westmont village,Illinois,Small,Walk,295.0,2.3,1.0,IL,North Central
3162,Weston city,Florida,Small,Walk,309.0,1.0,0.6,FL,South
3163,Weymouth Town city,Massachusetts,Small,Walk,591.0,2.1,0.7,MA,Northeast
3164,Wheat Ridge city,Colorado,Small,Walk,294.0,2.0,0.8,CO,West
3165,Wheaton city,Illinois,Small,Walk,1277.0,4.8,1.2,IL,North Central
3166,Wheeling city,West Virginia,Small,Walk,753.0,5.9,1.3,WV,South
3167,Wheeling village,Illinois,Small,Walk,196.0,1.0,0.5,IL,North Central
3168,White Bear Lake city,Minnesota,Small,Walk,135.0,1.2,0.7,MN,North Central
3169,White Plains city,New York,Small,Walk,3038.0,10.2,1.4,NY,Northeast
3170,Whittier city,California,Small,Walk,874.0,2.3,0.5,CA,West
3171,Wildomar city,California,Small,Walk,30.0,0.2,0.3,CA,West
3172,Wildwood city,Missouri,Small,Walk,131.0,0.8,0.4,MO,North Central
3173,Wilkes-Barre city,Pennsylvania,Small,Walk,1495.0,8.7,2.3,PA,Northeast
3174,Williamsport city,Pennsylvania,Small,Walk,1155.0,9.0,1.6,PA,Northeast
3175,Willoughby city,Ohio,Small,Walk,106.0,0.9,0.5,OH,North Central
3176,Wilmette village,Illinois,Small,Walk,393.0,3.4,1.2,IL,North Central
3177,Wilmington city,Delaware,Small,Walk,2118.0,7.0,1.1,DE,South
3178,Wilson city,North Carolina,Small,Walk,232.0,1.2,0.6,NC,South
3179,Wilsonville city,Oregon,Small,Walk,465.0,5.3,2.7,OR,West
3180,Winchester city,Virginia,Small,Walk,747.0,6.0,1.9,VA,South
3181,Windsor town,California,Small,Walk,133.0,1.1,0.7,CA,West
3182,Winona city,Minnesota,Small,Walk,1440.0,9.7,1.9,MN,North Central
3183,Winter Garden city,Florida,Small,Walk,88.0,0.5,0.5,FL,South
3184,Winter Haven city,Florida,Small,Walk,353.0,2.8,1.1,FL,South
3185,Winter Park city,Florida,Small,Walk,312.0,2.5,1.1,FL,South
3186,Winter Springs city,Florida,Small,Walk,82.0,0.5,0.4,FL,South
3187,Woburn city,Massachusetts,Small,Walk,329.0,1.6,0.6,MA,Northeast
3188,Woodburn city,Oregon,Small,Walk,236.0,2.5,1.1,OR,West
3189,Woodbury city,Minnesota,Small,Walk,194.0,0.6,0.3,MN,North Central
3190,Woodland city,California,Small,Walk,606.0,2.5,0.8,CA,West
3191,Woodridge village,Illinois,Small,Walk,414.0,2.3,1.6,IL,North Central
3192,Woodstock city,Georgia,Small,Walk,82.0,0.7,0.6,GA,South
3193,Woodstock city,Illinois,Small,Walk,228.0,1.9,0.8,IL,North Central
3194,Woonsocket city,Rhode Island,Small,Walk,497.0,2.9,0.9,RI,Northeast
3195,Wooster city,Ohio,Small,Walk,1351.0,11.0,1.7,OH,North Central
3196,Wyandotte city,Michigan,Small,Walk,413.0,3.5,1.5,MI,North Central
3197,Wylie city,Texas,Small,Walk,109.0,0.5,0.4,TX,South
3198,Wyoming city,Michigan,Small,Walk,451.0,1.3,0.5,MI,North Central
3199,Xenia city,Ohio,Small,Walk,226.0,2.2,1.1,OH,North Central
3200,Yakima city,Washington,Small,Walk,852.0,2.3,0.7,WA,West
3201,Yorba Linda city,California,Small,Walk,298.0,0.9,0.3,CA,West
3202,York city,Pennsylvania,Small,Walk,930.0,6.0,1.3,PA,Northeast
3203,Youngstown city,Ohio,Small,Walk,765.0,3.6,1.1,OH,North Central
3204,Yuba City city,California,Small,Walk,419.0,1.6,0.8,CA,West
3205,Yucaipa city,California,Small,Walk,167.0,0.8,0.3,CA,West
3206,Yucca Valley town,California,Small,Walk,200.0,2.7,1.5,CA,West
3207,Yukon city,Oklahoma,Small,Walk,188.0,1.7,0.9,OK,South
3208,Yuma city,Arizona,Small,Walk,1529.0,4.0,1.1,AZ,West
3209,Zanesville city,Ohio,Small,Walk,278.0,3.1,1.4,OH,North Central
3210,Zion city,Illinois,Small,Walk,80.0,0.8,0.7,IL,North Central
3211,Zionsville town,Indiana,Small,Walk,45.0,0.4,0.3,IN,North Central
3212,Abilene city,Texas,Medium,Walk,1686.0,3.2,0.6,TX,South
3213,Akron city,Ohio,Medium,Walk,2313.0,2.8,0.4,OH,North Central
3214,Alexandria city,Virginia,Medium,Walk,3324.0,3.8,0.6,VA,South
3215,Allentown city,Pennsylvania,Medium,Walk,2383.0,5.1,0.8,PA,Northeast
3216,Amarillo city,Texas,Medium,Walk,1283.0,1.4,0.4,TX,South
3217,Ann Arbor city,Michigan,Medium,Walk,8699.0,15.6,1.3,MI,North Central
3218,Antioch city,California,Medium,Walk,436.0,1.0,0.4,CA,West
3219,Arvada city,Colorado,Medium,Walk,404.0,0.7,0.3,CO,West
3220,Aurora city,Illinois,Medium,Walk,1046.0,1.1,0.3,IL,North Central
3221,Beaumont city,Texas,Medium,Walk,1036.0,2.1,0.5,TX,South
3222,Bellevue city,Washington,Medium,Walk,2900.0,4.6,0.7,WA,West
3223,Berkeley city,California,Medium,Walk,9059.0,17.0,1.1,CA,West
3224,Billings city,Montana,Medium,Walk,1958.0,3.6,0.7,MT,West
3225,Boulder city,Colorado,Medium,Walk,4813.0,9.2,0.8,CO,West
3226,Bridgeport city,Connecticut,Medium,Walk,2558.0,4.2,0.7,CT,Northeast
3227,Broken Arrow city,Oklahoma,Medium,Walk,268.0,0.5,0.2,OK,South
3228,Brownsville city,Texas,Medium,Walk,1413.0,2.2,0.4,TX,South
3229,Burbank city,California,Medium,Walk,1217.0,2.4,0.6,CA,West
3230,Cambridge city,Massachusetts,Medium,Walk,13993.0,24.0,1.2,MA,Northeast
3231,Cape Coral city,Florida,Medium,Walk,497.0,0.8,0.3,FL,South
3232,Carlsbad city,California,Medium,Walk,619.0,1.3,0.4,CA,West
3233,Carrollton city,Texas,Medium,Walk,753.0,1.1,0.4,TX,South
3234,Cary town,North Carolina,Medium,Walk,837.0,1.2,0.4,NC,South
3235,Cedar Rapids city,Iowa,Medium,Walk,1945.0,3.0,0.5,IA,North Central
3236,Centennial city,Colorado,Medium,Walk,667.0,1.3,0.4,CO,West
3237,Charleston city,South Carolina,Medium,Walk,3163.0,5.2,0.5,SC,South
3238,Chattanooga city,Tennessee,Medium,Walk,2184.0,3.0,0.5,TN,South
3239,Clarksville city,Tennessee,Medium,Walk,1098.0,1.8,0.4,TN,South
3240,Clearwater city,Florida,Medium,Walk,1177.0,2.4,0.7,FL,South
3241,Columbia city,Missouri,Medium,Walk,3783.0,6.7,0.8,MO,North Central
3242,Columbia city,South Carolina,Medium,Walk,7095.0,11.3,1.3,SC,South
3243,Columbus city,Georgia,Medium,Walk,908.0,1.1,0.3,GA,South
3244,Concord city,California,Medium,Walk,1205.0,2.0,0.5,CA,West
3245,Coral Springs city,Florida,Medium,Walk,721.0,1.2,0.4,FL,South
3246,Corona city,California,Medium,Walk,1020.0,1.5,0.6,CA,West
3247,Costa Mesa city,California,Medium,Walk,1737.0,3.0,0.7,CA,West
3248,Daly City city,California,Medium,Walk,1091.0,2.1,0.5,CA,West
3249,Davenport city,Iowa,Medium,Walk,1154.0,2.4,0.5,IA,North Central
3250,Dayton city,Ohio,Medium,Walk,4314.0,7.9,0.8,OH,North Central
3251,Denton city,Texas,Medium,Walk,2342.0,4.2,0.7,TX,South
3252,Downey city,California,Medium,Walk,857.0,1.8,0.4,CA,West
3253,El Cajon city,California,Medium,Walk,1161.0,2.9,0.8,CA,West
3254,El Monte city,California,Medium,Walk,1396.0,3.0,0.6,CA,West
3255,Elgin city,Illinois,Medium,Walk,1080.0,2.1,0.6,IL,North Central
3256,Elizabeth city,New Jersey,Medium,Walk,3809.0,6.8,1.0,NJ,Northeast
3257,Elk Grove city,California,Medium,Walk,578.0,0.8,0.3,CA,West
3258,Erie city,Pennsylvania,Medium,Walk,2110.0,4.9,0.7,PA,Northeast
3259,Escondido city,California,Medium,Walk,1120.0,1.8,0.3,CA,West
3260,Eugene city,Oregon,Medium,Walk,4736.0,6.8,0.8,OR,West
3261,Evansville city,Indiana,Medium,Walk,1622.0,2.9,0.5,IN,North Central
3262,Everett city,Washington,Medium,Walk,2042.0,4.1,0.7,WA,West
3263,Fairfield city,California,Medium,Walk,2261.0,4.7,0.9,CA,West
3264,Fargo city,North Dakota,Medium,Walk,2756.0,4.4,0.6,ND,North Central
3265,Flint city,Michigan,Medium,Walk,741.0,2.6,0.5,MI,North Central
3266,Fort Collins city,Colorado,Medium,Walk,2707.0,3.6,0.4,CO,West
3267,Fort Lauderdale city,Florida,Medium,Walk,2095.0,2.6,0.5,FL,South
3268,Frisco city,Texas,Medium,Walk,320.0,0.5,0.3,TX,South
3269,Fullerton city,California,Medium,Walk,2138.0,3.4,0.6,CA,West
3270,Gainesville city,Florida,Medium,Walk,2892.0,5.2,0.7,FL,South
3271,Garden Grove city,California,Medium,Walk,1086.0,1.5,0.2,CA,West
3272,Glendale city,California,Medium,Walk,3304.0,3.8,0.6,CA,West
3273,Grand Prairie city,Texas,Medium,Walk,323.0,0.4,0.2,TX,South
3274,Grand Rapids city,Michigan,Medium,Walk,2649.0,3.2,0.4,MI,North Central
3275,Green Bay city,Wisconsin,Medium,Walk,1493.0,3.0,0.6,WI,North Central
3276,Gresham city,Oregon,Medium,Walk,1079.0,2.3,0.5,OR,West
3277,Hampton city,Virginia,Medium,Walk,1517.0,2.4,0.6,VA,South
3278,Hartford city,Connecticut,Medium,Walk,3767.0,8.2,0.8,CT,Northeast
3279,Hayward city,California,Medium,Walk,1248.0,1.9,0.4,CA,West
3280,High Point city,North Carolina,Medium,Walk,823.0,1.8,0.8,NC,South
3281,Hollywood city,Florida,Medium,Walk,2049.0,3.1,0.6,FL,South
3282,Huntington Beach city,California,Medium,Walk,1486.0,1.5,0.4,CA,West
3283,Huntsville city,Alabama,Medium,Walk,1012.0,1.2,0.3,AL,South
3284,Independence city,Missouri,Medium,Walk,372.0,0.7,0.3,MO,North Central
3285,Inglewood city,California,Medium,Walk,928.0,2.0,0.4,CA,West
3286,Jackson city,Mississippi,Medium,Walk,1054.0,1.5,0.3,MS,South
3287,Joliet city,Illinois,Medium,Walk,906.0,1.4,0.4,IL,North Central
3288,Kansas City city,Kansas,Medium,Walk,1004.0,1.6,0.4,KS,North Central
3289,Kenosha city,Wisconsin,Medium,Walk,857.0,1.9,0.4,WI,North Central
3290,Kent city,Washington,Medium,Walk,893.0,1.8,0.4,WA,West
3291,Killeen city,Texas,Medium,Walk,874.0,1.5,0.4,TX,South
3292,Knoxville city,Tennessee,Medium,Walk,1935.0,2.3,0.4,TN,South
3293,Lafayette city,Louisiana,Medium,Walk,1366.0,2.3,0.6,LA,South
3294,Lakewood city,Colorado,Medium,Walk,1359.0,1.9,0.3,CO,West
3295,Lancaster city,California,Medium,Walk,538.0,1.0,0.3,CA,West
3296,Lansing city,Michigan,Medium,Walk,1312.0,2.6,0.5,MI,North Central
3297,Las Cruces city,New Mexico,Medium,Walk,1064.0,2.5,0.6,NM,West
3298,Little Rock city,Arkansas,Medium,Walk,1268.0,1.4,0.3,AR,South
3299,Lowell city,Massachusetts,Medium,Walk,2355.0,4.6,0.8,MA,Northeast
3300,Manchester city,New Hampshire,Medium,Walk,1503.0,2.7,0.5,NH,Northeast
3301,McAllen city,Texas,Medium,Walk,966.0,1.8,0.4,TX,South
3302,McKinney city,Texas,Medium,Walk,619.0,1.0,0.3,TX,South
3303,Mesquite city,Texas,Medium,Walk,425.0,0.6,0.2,TX,South
3304,Miami Gardens city,Florida,Medium,Walk,367.0,0.9,0.4,FL,South
3305,Midland city,Texas,Medium,Walk,472.0,0.9,0.4,TX,South
3306,Miramar city,Florida,Medium,Walk,304.0,0.5,0.3,FL,South
3307,Mobile city,Alabama,Medium,Walk,1028.0,1.3,0.3,AL,South
3308,Moreno Valley city,California,Medium,Walk,962.0,1.3,0.4,CA,West
3309,Murfreesboro city,Tennessee,Medium,Walk,836.0,1.6,0.5,TN,South
3310,Murrieta city,California,Medium,Walk,504.0,1.2,0.4,CA,West
3311,Naperville city,Illinois,Medium,Walk,916.0,1.3,0.3,IL,North Central
3312,New Haven city,Connecticut,Medium,Walk,7090.0,12.4,1.0,CT,Northeast
3313,Newport News city,Virginia,Medium,Walk,3736.0,4.2,0.7,VA,South
3314,Norman city,Oklahoma,Medium,Walk,2045.0,3.7,0.6,OK,South
3315,North Charleston city,South Carolina,Medium,Walk,921.0,2.1,0.5,SC,South
3316,Norwalk city,California,Medium,Walk,914.0,2.1,0.5,CA,West
3317,Oceanside city,California,Medium,Walk,1184.0,1.5,0.3,CA,West
3318,Odessa city,Texas,Medium,Walk,455.0,1.0,0.4,TX,South
3319,Olathe city,Kansas,Medium,Walk,744.0,1.1,0.3,KS,North Central
3320,Ontario city,California,Medium,Walk,1198.0,1.7,0.5,CA,West
3321,Orange city,California,Medium,Walk,1432.0,2.2,0.4,CA,West
3322,Overland Park city,Kansas,Medium,Walk,785.0,0.8,0.2,KS,North Central
3323,Palm Bay city,Florida,Medium,Walk,384.0,0.9,0.5,FL,South
3324,Palmdale city,California,Medium,Walk,430.0,0.8,0.3,CA,West
3325,Pasadena city,California,Medium,Walk,3537.0,5.3,0.6,CA,West
3326,Pasadena city,Texas,Medium,Walk,935.0,1.5,0.4,TX,South
3327,Paterson city,New Jersey,Medium,Walk,2512.0,4.6,0.7,NJ,Northeast
3328,Pembroke Pines city,Florida,Medium,Walk,456.0,0.6,0.2,FL,South
3329,Peoria city,Arizona,Medium,Walk,640.0,0.9,0.3,AZ,West
3330,Peoria city,Illinois,Medium,Walk,1404.0,2.7,0.5,IL,North Central
3331,Pomona city,California,Medium,Walk,1346.0,2.3,0.4,CA,West
3332,Pompano Beach city,Florida,Medium,Walk,554.0,1.3,0.5,FL,South
3333,Port St. Lucie city,Florida,Medium,Walk,345.0,0.5,0.2,FL,South
3334,Providence city,Rhode Island,Medium,Walk,8007.0,10.6,0.8,RI,Northeast
3335,Provo city,Utah,Medium,Walk,8080.0,14.5,1.2,UT,West
3336,Pueblo city,Colorado,Medium,Walk,1324.0,3.2,0.8,CO,West
3337,Rancho Cucamonga city,California,Medium,Walk,1159.0,1.5,0.4,CA,West
3338,Rialto city,California,Medium,Walk,310.0,0.8,0.3,CA,West
3339,Richardson city,Texas,Medium,Walk,1113.0,2.2,0.6,TX,South
3340,Richmond city,California,Medium,Walk,941.0,2.1,0.5,CA,West
3341,Rochester city,Minnesota,Medium,Walk,2155.0,3.8,0.5,MN,North Central
3342,Rockford city,Illinois,Medium,Walk,985.0,1.6,0.4,IL,North Central
3343,Roseville city,California,Medium,Walk,907.0,1.6,0.4,CA,West
3344,Round Rock city,Texas,Medium,Walk,346.0,0.7,0.4,TX,South
3345,Salem city,Oregon,Medium,Walk,2671.0,4.2,0.5,OR,West
3346,Salinas city,California,Medium,Walk,888.0,1.4,0.4,CA,West
3347,Salt Lake City city,Utah,Medium,Walk,5098.0,5.3,0.6,UT,West
3348,San Buenaventura (Ventura) city,California,Medium,Walk,1113.0,2.2,0.4,CA,West
3349,Santa Clara city,California,Medium,Walk,1679.0,3.0,0.7,CA,West
3350,Santa Clarita city,California,Medium,Walk,1391.0,1.7,0.4,CA,West
3351,Santa Maria city,California,Medium,Walk,636.0,1.6,0.5,CA,West
3352,Santa Rosa city,California,Medium,Walk,2494.0,3.3,0.6,CA,West
3353,Savannah city,Georgia,Medium,Walk,2181.0,3.8,0.5,GA,South
3354,Simi Valley city,California,Medium,Walk,642.0,1.0,0.3,CA,West
3355,Sioux Falls city,South Dakota,Medium,Walk,1849.0,2.2,0.4,SD,North Central
3356,South Bend city,Indiana,Medium,Walk,1217.0,2.9,0.6,IN,North Central
3357,Springfield city,Illinois,Medium,Walk,1455.0,2.6,0.5,IL,North Central
3358,Springfield city,Massachusetts,Medium,Walk,1703.0,3.1,0.5,MA,Northeast
3359,Springfield city,Missouri,Medium,Walk,2945.0,3.9,0.6,MO,North Central
3360,Stamford city,Connecticut,Medium,Walk,3552.0,5.7,0.7,CT,Northeast
3361,Sterling Heights city,Michigan,Medium,Walk,306.0,0.5,0.2,MI,North Central
3362,Sunnyvale city,California,Medium,Walk,878.0,1.2,0.3,CA,West
3363,Surprise city,Arizona,Medium,Walk,345.0,0.8,0.4,AZ,West
3364,Syracuse city,New York,Medium,Walk,5870.0,10.4,0.9,NY,Northeast
3365,Tallahassee city,Florida,Medium,Walk,2912.0,3.3,0.5,FL,South
3366,Temecula city,California,Medium,Walk,565.0,1.3,0.5,CA,West
3367,Tempe city,Arizona,Medium,Walk,3206.0,3.7,0.7,AZ,West
3368,Thornton city,Colorado,Medium,Walk,601.0,1.0,0.4,CO,West
3369,Thousand Oaks city,California,Medium,Walk,1379.0,2.3,0.4,CA,West
3370,Topeka city,Kansas,Medium,Walk,1188.0,2.0,0.4,KS,North Central
3371,Torrance city,California,Medium,Walk,992.0,1.4,0.4,CA,West
3372,Vallejo city,California,Medium,Walk,998.0,2.0,0.6,CA,West
3373,Vancouver city,Washington,Medium,Walk,1499.0,2.1,0.4,WA,West
3374,Victorville city,California,Medium,Walk,360.0,1.0,0.4,CA,West
3375,Visalia city,California,Medium,Walk,644.0,1.3,0.5,CA,West
3376,Waco city,Texas,Medium,Walk,2251.0,4.4,0.8,TX,South
3377,Warren city,Michigan,Medium,Walk,557.0,1.0,0.3,MI,North Central
3378,Waterbury city,Connecticut,Medium,Walk,1088.0,2.4,0.5,CT,Northeast
3379,West Covina city,California,Medium,Walk,377.0,0.8,0.3,CA,West
3380,West Jordan city,Utah,Medium,Walk,696.0,1.4,0.4,UT,West
3381,West Palm Beach city,Florida,Medium,Walk,1488.0,3.2,0.7,FL,South
3382,West Valley City city,Utah,Medium,Walk,587.0,1.0,0.3,UT,West
3383,Westminster city,Colorado,Medium,Walk,534.0,1.0,0.3,CO,West
3384,Wichita Falls city,Texas,Medium,Walk,3069.0,6.3,1.3,TX,South
3385,Wilmington city,North Carolina,Medium,Walk,1487.0,2.9,0.5,NC,South
3386,Worcester city,Massachusetts,Medium,Walk,5146.0,6.3,0.7,MA,Northeast
3387,Yonkers city,New York,Medium,Walk,4651.0,5.2,0.5,NY,Northeast
3388,Albuquerque city,New Mexico,Large,Walk,5198.0,2.0,0.2,NM,West
3389,Anaheim city,California,Large,Walk,2748.0,1.8,0.3,CA,West
3390,Anchorage municipality,Alaska,Large,Walk,4074.0,2.7,0.4,AK,West
3391,Arlington city,Texas,Large,Walk,3150.0,1.8,0.3,TX,South
3392,Atlanta city,Georgia,Large,Walk,9288.0,4.7,0.4,GA,South
3393,Aurora city,Colorado,Large,Walk,2379.0,1.5,0.2,CO,West
3394,Austin city,Texas,Large,Walk,10737.0,2.5,0.2,TX,South
3395,Bakersfield city,California,Large,Walk,2025.0,1.5,0.3,CA,West
3396,Baltimore city,Maryland,Large,Walk,17168.0,6.5,0.4,MD,South
3397,Baton Rouge city,Louisiana,Large,Walk,3759.0,3.6,0.5,LA,South
3398,Birmingham city,Alabama,Large,Walk,2029.0,2.4,0.4,AL,South
3399,Boise City city,Idaho,Large,Walk,2933.0,2.8,0.3,ID,West
3400,Boston city,Massachusetts,Large,Walk,47880.0,15.1,0.5,MA,Northeast
3401,Buffalo city,New York,Large,Walk,6498.0,6.2,0.4,NY,Northeast
3402,Chandler city,Arizona,Large,Walk,1163.0,1.0,0.2,AZ,West
3403,Charlotte city,North Carolina,Large,Walk,7705.0,2.1,0.2,NC,South
3404,Chesapeake city,Virginia,Large,Walk,1364.0,1.2,0.3,VA,South
3405,Chicago city,Illinois,Large,Walk,77753.0,6.4,0.2,IL,North Central
3406,Chula Vista city,California,Large,Walk,1536.0,1.5,0.4,CA,West
3407,Cincinnati city,Ohio,Large,Walk,7105.0,5.4,0.5,OH,North Central
3408,Cleveland city,Ohio,Large,Walk,7015.0,4.8,0.4,OH,North Central
3409,Colorado Springs city,Colorado,Large,Walk,5146.0,2.6,0.2,CO,West
3410,Columbus city,Ohio,Large,Walk,11023.0,2.8,0.2,OH,North Central
3411,Corpus Christi city,Texas,Large,Walk,2371.0,1.7,0.3,TX,South
3412,Dallas city,Texas,Large,Walk,10289.0,1.8,0.1,TX,South
3413,Denver city,Colorado,Large,Walk,13670.0,4.4,0.3,CO,West
3414,Des Moines city,Iowa,Large,Walk,2771.0,2.8,0.4,IA,North Central
3415,Detroit city,Michigan,Large,Walk,6589.0,3.1,0.3,MI,North Central
3416,Durham city,North Carolina,Large,Walk,3300.0,2.9,0.4,NC,South
3417,El Paso city,Texas,Large,Walk,5175.0,1.9,0.2,TX,South
3418,Fayetteville city,North Carolina,Large,Walk,4212.0,4.7,0.5,NC,South
3419,Fontana city,California,Large,Walk,602.0,0.8,0.3,CA,West
3420,Fort Wayne city,Indiana,Large,Walk,1714.0,1.5,0.3,IN,North Central
3421,Fort Worth city,Texas,Large,Walk,3859.0,1.2,0.2,TX,South
3422,Fremont city,California,Large,Walk,1359.0,1.5,0.3,CA,West
3423,Fresno city,California,Large,Walk,3469.0,1.9,0.3,CA,West
3424,Garland city,Texas,Large,Walk,1102.0,1.0,0.3,TX,South
3425,Gilbert town,Arizona,Large,Walk,606.0,0.6,0.2,AZ,West
3426,Glendale city,Arizona,Large,Walk,1492.0,1.5,0.3,AZ,West
3427,Greensboro city,North Carolina,Large,Walk,2635.0,2.1,0.3,NC,South
3428,Henderson city,Nevada,Large,Walk,1535.0,1.3,0.3,NV,West
3429,Hialeah city,Florida,Large,Walk,1861.0,1.9,0.4,FL,South
3430,Houston city,Texas,Large,Walk,21092.0,2.1,0.1,TX,South
3431,Indianapolis city (balance),Indiana,Large,Walk,7733.0,2.0,0.2,IN,North Central
3432,Irvine city,California,Large,Walk,3933.0,3.8,0.6,CA,West
3433,Irving city,Texas,Large,Walk,1705.0,1.6,0.3,TX,South
3434,Jacksonville city,Florida,Large,Walk,5371.0,1.4,0.2,FL,South
3435,Jersey City city,New Jersey,Large,Walk,10525.0,8.5,0.6,NJ,Northeast
3436,Kansas City city,Missouri,Large,Walk,4512.0,2.1,0.2,MO,North Central
3437,Laredo city,Texas,Large,Walk,1367.0,1.5,0.4,TX,South
3438,Las Vegas city,Nevada,Large,Walk,4820.0,1.9,0.2,NV,West
3439,Lexington-Fayette urban county,Kentucky,Large,Walk,5778.0,3.8,0.4,KY,South
3440,Lincoln city,Nebraska,Large,Walk,4317.0,3.1,0.4,NE,North Central
3441,Long Beach city,California,Large,Walk,5883.0,2.8,0.3,CA,West
3442,Los Angeles city,California,Large,Walk,63917.0,3.7,0.1,CA,West
3443,Lubbock city,Texas,Large,Walk,2490.0,2.2,0.3,TX,South
3444,Madison city,Wisconsin,Large,Walk,12082.0,9.1,0.7,WI,North Central
3445,Memphis city,Tennessee,Large,Walk,5280.0,1.9,0.2,TN,South
3446,Mesa city,Arizona,Large,Walk,3059.0,1.6,0.2,AZ,West
3447,Miami city,Florida,Large,Walk,6821.0,3.9,0.4,FL,South
3448,Milwaukee city,Wisconsin,Large,Walk,12668.0,5.0,0.3,WI,North Central
3449,Minneapolis city,Minnesota,Large,Walk,13192.0,6.4,0.3,MN,North Central
3450,Modesto city,California,Large,Walk,1022.0,1.3,0.3,CA,West
3451,Montgomery city,Alabama,Large,Walk,1228.0,1.4,0.3,AL,South
3452,New Orleans city,Louisiana,Large,Walk,7611.0,5.1,0.4,LA,South
3453,New York city,New York,Large,Walk,378352.0,10.3,0.1,NY,Northeast
3454,Newark city,New Jersey,Large,Walk,8360.0,8.0,0.8,NJ,Northeast
3455,Norfolk city,Virginia,Large,Walk,5233.0,4.2,0.5,VA,South
3456,North Las Vegas city,Nevada,Large,Walk,939.0,1.0,0.3,NV,West
3457,Oakland city,California,Large,Walk,7585.0,4.2,0.4,CA,West
3458,Oklahoma City city,Oklahoma,Large,Walk,4464.0,1.6,0.2,OK,South
3459,Omaha city,Nebraska,Large,Walk,5858.0,2.8,0.3,NE,North Central
3460,Orlando city,Florida,Large,Walk,2384.0,1.9,0.4,FL,South
3461,Oxnard city,California,Large,Walk,1388.0,1.6,0.3,CA,West
3462,Philadelphia city,Pennsylvania,Large,Walk,51760.0,8.6,0.3,PA,Northeast
3463,Phoenix city,Arizona,Large,Walk,11800.0,1.8,0.1,AZ,West
3464,Pittsburgh city,Pennsylvania,Large,Walk,16121.0,11.3,0.6,PA,Northeast
3465,Plano city,Texas,Large,Walk,1041.0,0.8,0.2,TX,South
3466,Portland city,Oregon,Large,Walk,17030.0,5.7,0.4,OR,West
3467,Raleigh city,North Carolina,Large,Walk,4213.0,2.1,0.3,NC,South
3468,Reno city,Nevada,Large,Walk,3727.0,3.5,0.4,NV,West
3469,Richmond city,Virginia,Large,Walk,4027.0,4.2,0.6,VA,South
3470,Riverside city,California,Large,Walk,3540.0,2.8,0.4,CA,West
3471,Rochester city,New York,Large,Walk,5320.0,6.2,0.7,NY,Northeast
3472,Sacramento city,California,Large,Walk,6233.0,3.2,0.3,CA,West
3473,San Antonio city,Texas,Large,Walk,12048.0,2.0,0.1,TX,South
3474,San Bernardino city,California,Large,Walk,1543.0,2.2,0.5,CA,West
3475,San Diego city,California,Large,Walk,18537.0,2.9,0.2,CA,West
3476,San Francisco city,California,Large,Walk,43363.0,9.9,0.4,CA,West
3477,San Jose city,California,Large,Walk,7915.0,1.8,0.2,CA,West
3478,Santa Ana city,California,Large,Walk,3221.0,2.2,0.3,CA,West
3479,Scottsdale city,Arizona,Large,Walk,1945.0,1.8,0.4,AZ,West
3480,Seattle city,Washington,Large,Walk,31863.0,9.1,0.3,WA,West
3481,Shreveport city,Louisiana,Large,Walk,1649.0,1.9,0.3,LA,South
3482,Spokane city,Washington,Large,Walk,3199.0,3.5,0.4,WA,West
3483,St. Louis city,Missouri,Large,Walk,6022.0,4.2,0.4,MO,North Central
3484,St. Paul city,Minnesota,Large,Walk,6101.0,4.4,0.4,MN,North Central
