id,Name,ID,ALIGN,EYE,HAIR,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
1806,King Savage (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,14.0,"1968, May",1968.0
1807,Michael Tempest (New Earth),Secret Identity,Good Characters,Unknown or None,Red Hair,Deceased Characters,14.0,"1968, May",1968.0
1808,Gecko (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,14.0,"1997, August",1997.0
1809,Poet (New Earth),Secret Identity,Neutral Characters,Unknown or None,Black Hair,Living Characters,14.0,"2008, July",2008.0
1810,Woodson Hex (New Earth),Unknown,Bad Characters,Unknown or None,White Hair,Deceased Characters,14.0,"1977, December",1977.0
1811,Benjamin Nakashima (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,14.0,"1993, October",1993.0
1812,Keith Kalmaku (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,14.0,"1970, January",1970.0
1813,Tadwallader Jutefruce (New Earth),Unknown,Good Characters,Unknown or None,Blond Hair,Living Characters,14.0,"1965, November",1965.0
1814,Claudio Tielli (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,14.0,"1999, March",1999.0
1815,Epione (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,14.0,"1987, August",1987.0
1816,Cal Usjak (New Earth),Unknown,Good Characters,Unknown or None,Red Hair,Living Characters,14.0,"1999, March",1999.0
1817,Lauren Isley (New Earth),Unknown,Good Characters,Unknown or None,Red Hair,Living Characters,14.0,"1997, August",1997.0
1818,Iphthime (New Earth),Unknown,Good Characters,Unknown or None,Red Hair,Living Characters,14.0,"1989, February",1989.0
1819,Gideon (New Earth),Unknown,Good Characters,Unknown or None,White Hair,Deceased Characters,14.0,"1989, April",1989.0
1820,Big Atomic Lantern Boy (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,14.0,"2008, August",2008.0
1821,Well-Spoken Sonic Lightning Flash (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,14.0,"2008, August",2008.0
1822,Anthony Dunn (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,14.0,"1984, January",1984.0
1823,General (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Deceased Characters,14.0,"1972, March",1972.0
1824,Rori Stroh (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,14.0,"1961, December",1961.0
1825,Odin (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,14.0,"1947, May",1947.0
1826,Tyrone the Dog (New Earth),Unknown,Neutral Characters,Unknown or None,Grey Hair,Living Characters,14.0,"2006, November",2006.0
1827,Lili de Neuve (New Earth),Unknown,Unknown or None,Unknown or None,Brown Hair,Deceased Characters,14.0,"1968, May",1968.0
1828,Cressida (New Earth),Unknown,Unknown or None,Unknown or None,Unknown or None,Living Characters,14.0,"2008, July",2008.0
1829,Talon the Falcon (New Earth),Unknown,Unknown or None,Unknown or None,Unknown or None,Living Characters,14.0,"1993, January",1993.0
1830,Storm (New Earth),Unknown,Unknown or None,Unknown or None,Unknown or None,Living Characters,14.0,"1967, October",1967.0
1831,Susan Linden II (New Earth),Secret Identity,Good Characters,Violet Eyes,Violet Hair,Living Characters,14.0,"1989, January",1989.0
1832,Roxy (New Earth),Public Identity,Good Characters,White Eyes,Blue Hair,Living Characters,14.0,"2010, March",2010.0
1833,Steeljacket (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Blond Hair,Living Characters,14.0,"1995, January",1995.0
1834,Meloni Thawne (New Earth),Public Identity,Unknown or None,Amber Eyes,Brown Hair,Living Characters,13.0,"1997, March",1997.0
1835,Bromwell Stikk (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,13.0,"1964, July",1964.0
1836,Stanley Printwhistle (New Earth),Public Identity,Bad Characters,Black Eyes,Grey Hair,Living Characters,13.0,"1995, March",1995.0
1837,Shilandra Thane (New Earth),Public Identity,Good Characters,Black Eyes,Red Hair,Living Characters,13.0,"1992, June",1992.0
1838,Frederick Tuckman (New Earth),Public Identity,Good Characters,Black Eyes,Unknown or None,Living Characters,13.0,"2006, May",2006.0
1839,Gu Lao (New Earth),Public Identity,Good Characters,Black Eyes,Unknown or None,Living Characters,13.0,"2006, June",2006.0
1840,Rees-Van (New Earth),Public Identity,Good Characters,Black Eyes,Unknown or None,Living Characters,13.0,"2006, June",2006.0
1841,Sonia Zucco (New Earth),Public Identity,Neutral Characters,Black Eyes,Brown Hair,Living Characters,13.0,"2011, June",2011.0
1842,Peter Gambi (New Earth),Public Identity,Neutral Characters,Black Eyes,Brown Hair,Deceased Characters,13.0,"1977, April",1977.0
1843,Richard Hertz (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,13.0,"1986, February",1986.0
1844,Beelzebub (New Earth),Unknown,Bad Characters,Black Eyes,Unknown or None,Deceased Characters,13.0,"1989, April",1989.0
1845,Buddy Blank (New Earth),Unknown,Good Characters,Black Eyes,Unknown or None,Living Characters,13.0,"1974, October",1974.0
1846,Kristopher Roderic (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,13.0,"2002, May",2002.0
1847,Janice Porter (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,13.0,"1999, December",1999.0
1848,Roman Cavallo (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,13.0,"2008, March",2008.0
1849,Alysha Grant (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,13.0,"2009, June",2009.0
1850,Angela Margolin (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,13.0,"1998, December",1998.0
1851,King Ra-Man (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,13.0,"1965, July",1965.0
1852,Harold Carew (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,13.0,"1982, July",1982.0
1853,Rhea (New Earth),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Living Characters,13.0,"1985, August",1985.0
1854,Heretic (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,13.0,"2010, July",2010.0
1855,Alec Rois (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,13.0,"1988, April",1988.0
1856,Terrence Bolatinsky (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,13.0,"2008, April",2008.0
1857,William Heller (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,13.0,"1987, August",1987.0
1858,Helmut Streicher (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,13.0,"1977, February",1977.0
1859,James Barr (New Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Living Characters,13.0,"1995, October",1995.0
1860,Neil Richards (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Living Characters,13.0,"1967, February",1967.0
1861,Lady of the Lake (New Earth),Unknown,Good Characters,Blue Eyes,Blue Hair,Living Characters,13.0,"1936, February",1936.0
1862,Waldo Flynn (New Earth),Unknown,Good Characters,Blue Eyes,Unknown or None,Living Characters,13.0,"1981, March",1981.0
1863,Emily Rice (New Earth),Unknown,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,13.0,"1985, August",1985.0
1864,Cairo DeFrey (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,13.0,"1992, September",1992.0
1865,Euryale (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,13.0,"1988, December",1988.0
1866,Jezebel Jet (New Earth),Public Identity,Bad Characters,Brown Eyes,Red Hair,Deceased Characters,13.0,"2006, October",2006.0
1867,Grendel (New Earth),Public Identity,Bad Characters,Brown Eyes,Unknown or None,Deceased Characters,13.0,"1975, May",1975.0
1868,Adam Winterbourne (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,13.0,"1998, June",1998.0
1869,Michael Shands (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,13.0,"1988, May",1988.0
1870,Jack Soo (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,13.0,"1986, August",1986.0
1871,Ewan McBane (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,13.0,"2009, June",2009.0
1872,Rita Beckman (New Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,13.0,"1983, July",1983.0
1873,Paul Gambi (New Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,13.0,"1963, December",1963.0
1874,Valerie Perez (New Earth),Public Identity,Unknown or None,Brown Eyes,Black Hair,Living Characters,13.0,"2006, August",2006.0
1875,Yang Kei-Ying (New Earth),Public Identity,Unknown or None,Brown Eyes,Black Hair,Living Characters,13.0,"2006, June",2006.0
1876,Arnold Etchinson (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,13.0,"1991, January",1991.0
1877,Kiran Singh (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,13.0,"2011, January",2011.0
1878,Bernal Rojas (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,13.0,"1982, June",1982.0
1879,Percy Sheldrake (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,13.0,"1950, December",1950.0
1880,Natalie Gurdin (New Earth),Secret Identity,Unknown or None,Brown Eyes,Brown Hair,Living Characters,13.0,"1988, March",1988.0
1881,Kordax (New Earth),Public Identity,Bad Characters,Green Eyes,Blond Hair,Living Characters,13.0,"1990, June",1990.0
1882,Alkyone (New Earth),Public Identity,Bad Characters,Green Eyes,Unknown or None,Deceased Characters,13.0,"2008, January",2008.0
1883,Elizabeth Kane (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Living Characters,13.0,"2009, August",2009.0
1884,Rebecca Sharpe (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Living Characters,13.0,"1987, January",1987.0
1885,Ystina (New Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Living Characters,13.0,"2005, May",2005.0
1886,Loki (New Earth),Unknown,Bad Characters,Green Eyes,Brown Hair,Living Characters,13.0,"1961, September",1961.0
1887,Spawn of Frankenstein (Earth-One),Unknown,Unknown or None,Green Eyes,Brown Hair,Living Characters,13.0,"1973, February",1973.0
1888,Cassandra Craft (New Earth),Public Identity,Neutral Characters,Grey Eyes,White Hair,Living Characters,13.0,"1972, February",1972.0
1889,Sara Descarl (New Earth),Unknown,Bad Characters,Purple Eyes,Black Hair,Living Characters,13.0,"2004, December",2004.0
1890,"Deimos, God of Terror (New Earth)",Public Identity,Bad Characters,Red Eyes,Unknown or None,Deceased Characters,13.0,"1969, August",1969.0
1891,Dala (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Living Characters,13.0,"1939, October",1939.0
1892,Slig (New Earth),Unknown,Bad Characters,Red Eyes,Unknown or None,Deceased Characters,13.0,"1971, May",1971.0
1893,Marcus Wise (New Earth),Public Identity,Bad Characters,Unknown or None,Brown Hair,Living Characters,13.0,"2008, March",2008.0
1894,Solaris (DC One Million),Public Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,13.0,"1998, November",1998.0
1895,Lucas Hilton (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,13.0,"2009, March",2009.0
1896,Phillip Addad (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,13.0,"2000, March",2000.0
1897,Letifos (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,13.0,"1994, September",1994.0
1898,Franklin Stern (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,13.0,"1993, November",1993.0
1899,Clarence Charles Batson V (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,13.0,,
1900,Antiope (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Deceased Characters,13.0,"1987, February",1987.0
1901,Phillip Kramer (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,13.0,"1987, June",1987.0
1902,Lady Merria (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,13.0,"1980, January",1980.0
1903,Naomi Carter (New Earth),Public Identity,Good Characters,Unknown or None,Grey Hair,Living Characters,13.0,"1993, October",1993.0
1904,Lord Diamond (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,13.0,"1984, March",1984.0
1905,Edward Craig (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,13.0,"1983, March",1983.0
1906,Tolifhar (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Living Characters,13.0,"2008, January",2008.0
1907,Thomas Longstreet (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Living Characters,13.0,"1989, August",1989.0
1908,Henri Ducard (New Earth),Public Identity,Neutral Characters,Unknown or None,Grey Hair,Living Characters,13.0,"1989, April",1989.0
1909,Dionysus (New Earth),Public Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,13.0,"1941, December",1941.0
1910,Sterling Morris (New Earth),Public Identity,Neutral Characters,Unknown or None,White Hair,Living Characters,13.0,"1995, April",1995.0
1911,Neptune (New Earth),Public Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,13.0,"1945, September",1945.0
1912,Chad Graham (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,13.0,,
1913,Penny Dreadful (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Deceased Characters,13.0,"1985, August",1985.0
1914,Prudence Wood (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,13.0,"2009, August",2009.0
1915,Tapeworm (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,13.0,"2006, January",2006.0
1916,Tzin-Tzin (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,13.0,"1966, August",1966.0
1917,Xu Tao (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,13.0,"2006, June",2006.0
1918,Jacques Reynard (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,13.0,"1989, May",1989.0
1919,Xotar (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,13.0,"1960, May",1960.0
1920,Kari Kalmaku (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,13.0,"1980, November",1980.0
1921,Jake Bennetti (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,13.0,"1997, April",1997.0
1922,Mary Kramer (New Earth),Unknown,Good Characters,Unknown or None,Red Hair,Living Characters,13.0,"1999, July",1999.0
1923,Relok Hag (New Earth),Unknown,Good Characters,Unknown or None,White Hair,Deceased Characters,13.0,"2006, July",2006.0
1924,Hymn (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Deceased Characters,13.0,"2009, March",2009.0
1925,Sercy (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Deceased Characters,13.0,"2009, August",2009.0
1926,Heino Okata (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,13.0,"2008, August",2008.0
1927,Joely Bartlett (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,13.0,"2000, August",2000.0
1928,Gpaak (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,13.0,"1993, August",1993.0
1929,Belina Pushkin (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,13.0,"1990, February",1990.0
1930,Mischa Dmitrovich Pushkin (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,13.0,"1990, February",1990.0
1931,"Gary Concord, Jr. (New Earth)",Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,13.0,"1939, November",1939.0
1932,Alana Dominguez (New Earth),Unknown,Neutral Characters,Unknown or None,Brown Hair,Living Characters,13.0,"2003, October",2003.0
1933,Benjamin Cox (New Earth),Unknown,Neutral Characters,Unknown or None,Unknown or None,Deceased Characters,13.0,"1985, June",1985.0
1934,Sea Imp (New Earth),Unknown,Neutral Characters,Unknown or None,Unknown or None,Living Characters,13.0,"1965, April",1965.0
